opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00003996,3996,ACC000523,Commande 3996,Negociation,51029.79,46.8,2024-01-11,2023-07-02,Email,Client Existant - Renouvellement,
OPP00003997,3997,ACC000758,Commande 3997,Closed Won,85961.23,100.0,2025-01-16,2024-07-22,Email,Client Existant - Renouvellement,
OPP00003998,3998,ACC000953,Commande 3998,Qualification,44692.36,41.7,2023-03-11,2022-12-19,Salon du Livre,Client Existant - Extension,
OPP00003999,3999,ACC000863,Commande 3999,Analyse,18494.21,55.9,2023-07-20,2022-08-27,Demarchage,Client Existant - Extension,52
OPP00004000,4000,ACC000942,Commande 4000,Closed Won,96073.23,100.0,2025-02-19,2024-06-27,Salon du Livre,Nouveau Client,
OPP00004001,4001,ACC000367,Commande 4001,Negociation,45240.85,47.5,2025-07-31,2024-09-13,Demarchage,Client Existant - Renouvellement,
OPP00004002,4002,ACC000077,Commande 4002,Proposition,38790.96,23.7,2023-01-22,2022-09-13,Partenaire,Client Existant - Renouvellement,95
OPP00004003,4003,ACC000015,Commande 4003,Negociation,33196.5,19.7,2022-05-26,2022-01-05,Email,Client Existant - Extension,74
OPP00004004,4004,ACC000377,Commande 4004,Negociation,35138.56,43.1,2024-09-01,2024-06-23,Partenaire,Client Existant - Extension,48
OPP00004005,4005,ACC000682,Commande 4005,Qualification,25876.66,30.7,2024-12-17,2024-07-02,Partenaire,Client Existant - Reduction,
OPP00004006,4006,ACC000696,Commande 4006,Closed Won,21749.68,100.0,2025-02-27,2024-03-27,Reseaux Sociaux,Client Existant - Extension,5
OPP00004007,4007,ACC000919,Commande 4007,Analyse,50150.73,26.9,2023-12-27,2023-03-16,Reseaux Sociaux,Client Existant - Extension,61
OPP00004008,4008,ACC000288,Commande 4008,Analyse,41523.38,26.6,2023-08-18,2022-09-25,Demarchage,Client Existant - Extension,
OPP00004009,4009,ACC000969,Commande 4009,Qualification,18775.91,47.2,2023-06-16,2023-04-27,Partenaire,Client Existant - Renouvellement,35
OPP00004010,4010,ACC000960,Commande 4010,Proposition,673.66,36.6,2022-10-19,2021-11-17,Demarchage,Client Existant - Reduction,19
OPP00004011,4011,ACC000521,Commande 4011,Qualification,18729.35,53.1,2024-08-06,2024-02-03,Email,Client Existant - Renouvellement,94
OPP00004012,4012,ACC000625,Commande 4012,Analyse,56373.07,48.7,2024-06-01,2023-12-04,Salon du Livre,Nouveau Client,15
OPP00004013,4013,ACC000853,Commande 4013,Qualification,80922.99,46.7,2024-06-18,2024-04-27,Site Web,Client Existant - Reduction,
OPP00004014,4014,ACC000065,Commande 4014,Proposition,24607.51,41.5,2023-07-22,2023-01-15,Partenaire,Nouveau Client,82
OPP00004015,4015,ACC000548,Commande 4015,Proposition,26411.83,57.8,2022-08-20,2021-09-16,Site Web,Client Existant - Renouvellement,
OPP00004016,4016,ACC000489,Commande 4016,Closed Won,5607.05,100.0,2024-04-14,2023-06-24,Recommandation,Nouveau Client,21
OPP00004017,4017,ACC000834,Commande 4017,Closed Won,16519.91,100.0,2023-09-26,2023-02-15,Demarchage,Client Existant - Renouvellement,
OPP00004018,4018,ACC000868,Commande 4018,Qualification,32809.7,28.3,2024-05-12,2023-05-20,Recommandation,Client Existant - Reduction,
OPP00004019,4019,ACC000507,Commande 4019,Qualification,19663.2,26.4,2022-09-25,2022-05-07,Partenaire,Nouveau Client,78
OPP00004020,4020,ACC000601,Commande 4020,Proposition,32546.54,27.7,2022-12-06,2022-07-11,Recommandation,Client Existant - Renouvellement,22
OPP00004021,4021,ACC000514,Commande 4021,Closed Won,80402.58,100.0,2025-03-30,2024-04-08,Recommandation,Client Existant - Reduction,97
OPP00004022,4022,ACC000592,Commande 4022,Negociation,42473.59,10.7,2023-10-09,2022-11-06,Email,Nouveau Client,
OPP00004023,4023,ACC000713,Commande 4023,Analyse,16339.53,50.5,2023-05-20,2023-01-21,Recommandation,Client Existant - Extension,39
OPP00004024,4024,ACC000611,Commande 4024,Qualification,43538.23,17.0,2022-02-23,2021-07-02,Salon du Livre,Nouveau Client,44
OPP00004025,4025,ACC000650,Commande 4025,Proposition,36472.58,56.2,2023-08-16,2023-06-04,Reseaux Sociaux,Client Existant - Extension,65
OPP00004026,4026,ACC000685,Commande 4026,Closed Won,50445.38,100.0,2023-06-07,2022-06-22,Site Web,Nouveau Client,
OPP00004027,4027,ACC000582,Commande 4027,Proposition,27657.49,38.0,2021-11-22,2021-07-25,Email,Client Existant - Renouvellement,99
OPP00004028,4028,ACC000445,Commande 4028,Analyse,35636.88,49.0,2022-07-02,2022-05-26,Recommandation,Client Existant - Renouvellement,
OPP00004029,4029,ACC000585,Commande 4029,Closed Won,30934.04,100.0,2025-02-20,2024-06-10,Recommandation,Client Existant - Extension,
OPP00004030,4030,ACC000773,Commande 4030,Negociation,63318.81,66.3,2024-08-02,2023-12-01,Partenaire,Client Existant - Reduction,
OPP00004031,4031,ACC000299,Commande 4031,Proposition,30069.3,15.6,2023-04-25,2022-05-20,Partenaire,Nouveau Client,
OPP00004032,4032,ACC000588,Commande 4032,Closed Won,94344.07,100.0,2023-12-18,2023-08-31,Email,Client Existant - Renouvellement,70
OPP00004033,4033,ACC000814,Commande 4033,Proposition,30318.81,39.0,2022-05-30,2021-10-27,Salon du Livre,Client Existant - Reduction,
OPP00004034,4034,ACC000073,Commande 4034,Analyse,47879.52,45.6,2023-03-19,2022-11-08,Reseaux Sociaux,Client Existant - Reduction,
OPP00004035,4035,ACC000464,Commande 4035,Closed Won,96774.94,100.0,2024-05-10,2023-06-30,Email,Client Existant - Extension,46
OPP00004036,4036,ACC000089,Commande 4036,Negociation,86315.65,34.2,2024-04-03,2023-11-30,Salon du Livre,Nouveau Client,61
OPP00004037,4037,ACC000899,Commande 4037,Closed Won,93940.4,100.0,2023-12-29,2023-03-28,Email,Client Existant - Renouvellement,32
OPP00004038,4038,ACC000153,Commande 4038,Closed Won,71005.68,100.0,2024-08-22,2023-09-20,Site Web,Client Existant - Reduction,64
OPP00004039,4039,ACC000377,Commande 4039,Closed Won,65611.45,100.0,2024-06-21,2024-04-26,Salon du Livre,Nouveau Client,
OPP00004040,4040,ACC000932,Commande 4040,Proposition,87423.96,37.4,2024-07-15,2024-05-25,Reseaux Sociaux,Client Existant - Extension,
OPP00004041,4041,ACC000461,Commande 4041,Closed Won,59173.46,100.0,2023-06-29,2022-08-10,Demarchage,Client Existant - Renouvellement,83
OPP00004042,4042,ACC000430,Commande 4042,Analyse,3326.68,78.6,2022-11-28,2022-04-19,Salon du Livre,Nouveau Client,46
OPP00004043,4043,ACC000599,Commande 4043,Qualification,56484.89,21.4,2021-12-17,2021-06-19,Demarchage,Client Existant - Extension,88
OPP00004044,4044,ACC000731,Commande 4044,Qualification,46484.18,45.7,2024-07-05,2024-02-13,Site Web,Client Existant - Extension,
OPP00004045,4045,ACC000676,Commande 4045,Negociation,98921.47,10.7,2022-06-17,2021-10-18,Partenaire,Client Existant - Renouvellement,63
OPP00004046,4046,ACC000968,Commande 4046,Analyse,46945.54,53.8,2024-01-03,2023-10-08,Salon du Livre,Client Existant - Reduction,
OPP00004047,4047,ACC000526,Commande 4047,Closed Won,89978.76,100.0,2022-12-06,2022-02-18,Site Web,Client Existant - Renouvellement,77
OPP00004048,4048,ACC000629,Commande 4048,Closed Won,67059.84,100.0,2023-01-28,2022-11-25,Partenaire,Nouveau Client,
OPP00004049,4049,ACC000365,Commande 4049,Qualification,48099.89,19.1,2024-05-31,2023-08-11,Demarchage,Nouveau Client,26
OPP00004050,4050,ACC000025,Commande 4050,Analyse,31105.93,67.3,2021-09-04,2021-07-23,Site Web,Client Existant - Reduction,5
OPP00004051,4051,ACC000790,Commande 4051,Qualification,34375.43,58.7,2024-08-01,2024-03-16,Reseaux Sociaux,Client Existant - Reduction,43
OPP00004052,4052,ACC000698,Commande 4052,Closed Won,84791.95,100.0,2024-12-19,2024-08-16,Recommandation,Nouveau Client,25
OPP00004053,4053,ACC000722,Commande 4053,Closed Won,90456.34,100.0,2023-05-14,2023-03-15,Reseaux Sociaux,Client Existant - Reduction,
OPP00004054,4054,ACC000363,Commande 4054,Negociation,16411.48,73.2,2024-05-13,2024-03-22,Demarchage,Client Existant - Renouvellement,63
OPP00004055,4055,ACC000645,Commande 4055,Proposition,6283.54,31.1,2023-01-17,2022-09-06,Partenaire,Nouveau Client,24
OPP00004056,4056,ACC000804,Commande 4056,Proposition,38999.16,75.9,2023-01-22,2022-03-06,Partenaire,Client Existant - Extension,88
OPP00004057,4057,ACC000246,Commande 4057,Negociation,70032.03,11.2,2023-05-27,2023-01-04,Demarchage,Nouveau Client,
OPP00004058,4058,ACC000664,Commande 4058,Qualification,47325.36,39.6,2022-11-13,2022-07-15,Reseaux Sociaux,Client Existant - Extension,2
OPP00004059,4059,ACC000947,Commande 4059,Proposition,5237.85,26.5,2022-06-04,2021-06-08,Recommandation,Client Existant - Extension,70
OPP00004060,4060,ACC000391,Commande 4060,Analyse,82974.65,45.1,2021-09-21,2021-08-16,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00004061,4061,ACC000362,Commande 4061,Proposition,64970.8,17.5,2023-09-21,2022-12-12,Recommandation,Client Existant - Extension,39
OPP00004062,4062,ACC000760,Commande 4062,Closed Won,96056.1,100.0,2024-01-15,2023-04-21,Email,Client Existant - Renouvellement,
OPP00004063,4063,ACC000275,Commande 4063,Analyse,95792.61,13.7,2022-12-02,2022-09-30,Salon du Livre,Nouveau Client,19
OPP00004064,4064,ACC000447,Commande 4064,Analyse,80692.18,57.3,2022-05-23,2022-03-22,Salon du Livre,Client Existant - Reduction,37
OPP00004065,4065,ACC000073,Commande 4065,Analyse,26273.25,51.0,2022-08-23,2022-04-30,Site Web,Nouveau Client,71
OPP00004066,4066,ACC000343,Commande 4066,Closed Won,63587.82,100.0,2021-12-11,2021-07-04,Salon du Livre,Nouveau Client,55
OPP00004067,4067,ACC000647,Commande 4067,Qualification,5821.61,28.4,2022-11-17,2022-02-22,Demarchage,Client Existant - Extension,
OPP00004068,4068,ACC000614,Commande 4068,Closed Won,75720.51,100.0,2023-03-26,2022-11-29,Reseaux Sociaux,Client Existant - Reduction,38
OPP00004069,4069,ACC000388,Commande 4069,Proposition,51018.49,15.9,2022-08-31,2022-02-08,Reseaux Sociaux,Nouveau Client,9
OPP00004070,4070,ACC000831,Commande 4070,Analyse,28214.42,37.2,2023-07-02,2022-09-18,Salon du Livre,Client Existant - Reduction,37
OPP00004071,4071,ACC000883,Commande 4071,Analyse,97639.13,47.4,2023-09-21,2022-12-16,Reseaux Sociaux,Nouveau Client,
OPP00004072,4072,ACC000753,Commande 4072,Closed Won,72137.96,100.0,2024-04-20,2023-06-06,Email,Client Existant - Extension,69
OPP00004073,4073,ACC000923,Commande 4073,Closed Won,67207.66,100.0,2021-12-26,2021-11-20,Demarchage,Client Existant - Renouvellement,100
OPP00004074,4074,ACC000201,Commande 4074,Qualification,73304.44,27.4,2022-03-11,2021-06-13,Email,Client Existant - Renouvellement,
OPP00004075,4075,ACC000431,Commande 4075,Qualification,50338.82,53.1,2024-03-05,2023-10-22,Partenaire,Client Existant - Reduction,35
OPP00004076,4076,ACC000976,Commande 4076,Closed Won,98304.51,100.0,2023-06-08,2022-06-22,Reseaux Sociaux,Nouveau Client,
OPP00004077,4077,ACC000663,Commande 4077,Closed Won,60462.58,100.0,2022-11-21,2022-08-29,Demarchage,Client Existant - Renouvellement,67
OPP00004078,4078,ACC000567,Commande 4078,Negociation,97674.95,31.1,2024-08-10,2023-09-18,Email,Client Existant - Extension,15
OPP00004079,4079,ACC000439,Commande 4079,Closed Won,59137.51,100.0,2023-09-12,2022-10-07,Partenaire,Client Existant - Extension,90
OPP00004080,4080,ACC000172,Commande 4080,Closed Won,5038.49,100.0,2022-04-25,2021-08-22,Reseaux Sociaux,Client Existant - Extension,
OPP00004081,4081,ACC000701,Commande 4081,Closed Won,85561.83,100.0,2023-01-14,2022-05-03,Site Web,Client Existant - Reduction,81
OPP00004082,4082,ACC000730,Commande 4082,Closed Won,28397.45,100.0,2025-02-13,2024-06-29,Partenaire,Client Existant - Reduction,65
OPP00004083,4083,ACC000894,Commande 4083,Analyse,5049.19,21.6,2023-11-19,2023-04-06,Reseaux Sociaux,Client Existant - Reduction,69
OPP00004084,4084,ACC000226,Commande 4084,Closed Won,75023.21,100.0,2024-08-10,2024-04-30,Partenaire,Client Existant - Renouvellement,18
OPP00004085,4085,ACC000458,Commande 4085,Closed Won,56046.35,100.0,2024-05-16,2023-12-19,Email,Nouveau Client,83
OPP00004086,4086,ACC000551,Commande 4086,Negociation,20501.17,29.3,2023-03-17,2022-04-08,Partenaire,Nouveau Client,93
OPP00004087,4087,ACC000092,Commande 4087,Analyse,8047.7,45.6,2023-09-15,2023-02-04,Recommandation,Client Existant - Reduction,
OPP00004088,4088,ACC000606,Commande 4088,Closed Won,80580.56,100.0,2022-01-08,2021-11-20,Salon du Livre,Client Existant - Reduction,
OPP00004089,4089,ACC000416,Commande 4089,Closed Won,68672.91,100.0,2022-10-10,2021-10-22,Reseaux Sociaux,Client Existant - Extension,
OPP00004090,4090,ACC000254,Commande 4090,Closed Won,8667.23,100.0,2022-12-13,2022-07-31,Site Web,Client Existant - Renouvellement,74
OPP00004091,4091,ACC000538,Commande 4091,Closed Won,44037.26,100.0,2023-05-19,2022-11-15,Partenaire,Client Existant - Extension,96
OPP00004092,4092,ACC000342,Commande 4092,Proposition,35173.67,33.9,2022-09-17,2021-12-05,Reseaux Sociaux,Client Existant - Renouvellement,20
OPP00004093,4093,ACC000730,Commande 4093,Closed Won,96289.48,100.0,2023-02-04,2022-11-25,Recommandation,Client Existant - Extension,93
OPP00004094,4094,ACC000370,Commande 4094,Negociation,20708.77,25.3,2022-08-21,2021-09-16,Recommandation,Client Existant - Extension,12
OPP00004095,4095,ACC000886,Commande 4095,Negociation,9641.09,11.1,2023-10-02,2022-12-15,Partenaire,Client Existant - Extension,79
OPP00004096,4096,ACC000322,Commande 4096,Closed Won,83411.66,100.0,2021-10-16,2021-08-18,Recommandation,Nouveau Client,52
OPP00004097,4097,ACC000936,Commande 4097,Qualification,88126.07,58.6,2023-06-28,2023-05-25,Email,Nouveau Client,10
OPP00004098,4098,ACC000925,Commande 4098,Proposition,66592.74,42.8,2023-07-19,2022-08-29,Demarchage,Client Existant - Reduction,100
OPP00004099,4099,ACC000533,Commande 4099,Closed Won,89283.63,100.0,2024-03-09,2023-09-26,Site Web,Client Existant - Extension,
OPP00004100,4100,ACC000835,Commande 4100,Qualification,30698.2,56.7,2024-01-25,2023-10-18,Demarchage,Client Existant - Reduction,74
OPP00004101,4101,ACC000883,Commande 4101,Closed Won,31526.4,100.0,2023-05-16,2022-06-23,Partenaire,Nouveau Client,37
OPP00004102,4102,ACC000824,Commande 4102,Qualification,92725.26,13.8,2024-06-09,2024-03-18,Demarchage,Client Existant - Renouvellement,91
OPP00004103,4103,ACC000780,Commande 4103,Qualification,43330.25,57.4,2022-02-11,2021-12-04,Site Web,Client Existant - Reduction,
OPP00004104,4104,ACC000955,Commande 4104,Proposition,73130.7,37.1,2023-12-19,2023-01-12,Reseaux Sociaux,Client Existant - Extension,
OPP00004105,4105,ACC000328,Commande 4105,Closed Won,40593.08,100.0,2024-03-22,2023-12-12,Recommandation,Client Existant - Renouvellement,
OPP00004106,4106,ACC000767,Commande 4106,Qualification,53481.18,40.4,2023-11-10,2022-12-03,Site Web,Client Existant - Renouvellement,71
OPP00004107,4107,ACC000154,Commande 4107,Analyse,62962.0,43.8,2022-08-02,2021-10-11,Recommandation,Nouveau Client,15
OPP00004108,4108,ACC000246,Commande 4108,Closed Won,7415.37,100.0,2025-03-26,2024-04-02,Salon du Livre,Client Existant - Renouvellement,29
OPP00004109,4109,ACC000221,Commande 4109,Closed Won,62086.49,100.0,2022-05-23,2021-09-19,Demarchage,Client Existant - Renouvellement,63
OPP00004110,4110,ACC000632,Commande 4110,Closed Won,13527.23,100.0,2024-07-25,2024-05-14,Salon du Livre,Client Existant - Extension,
OPP00004111,4111,ACC000340,Commande 4111,Analyse,9889.25,17.9,2024-01-07,2023-09-25,Reseaux Sociaux,Client Existant - Renouvellement,65
OPP00004112,4112,ACC000762,Commande 4112,Closed Won,30905.12,100.0,2021-09-14,2021-06-10,Email,Nouveau Client,79
OPP00004113,4113,ACC000803,Commande 4113,Negociation,48607.44,70.3,2022-01-12,2021-11-08,Demarchage,Client Existant - Extension,
OPP00004114,4114,ACC000435,Commande 4114,Negociation,48610.0,22.0,2022-07-29,2022-03-08,Reseaux Sociaux,Nouveau Client,18
OPP00004115,4115,ACC000294,Commande 4115,Qualification,46340.46,27.9,2023-06-22,2023-01-22,Salon du Livre,Client Existant - Renouvellement,
OPP00004116,4116,ACC000974,Commande 4116,Proposition,68289.14,42.4,2022-07-03,2022-04-19,Email,Client Existant - Renouvellement,
OPP00004117,4117,ACC000987,Commande 4117,Proposition,74375.7,20.1,2023-11-29,2023-09-10,Demarchage,Nouveau Client,48
OPP00004118,4118,ACC000335,Commande 4118,Closed Won,62457.45,100.0,2024-12-02,2024-02-17,Email,Client Existant - Reduction,54
OPP00004119,4119,ACC000583,Commande 4119,Analyse,94092.22,72.5,2022-01-25,2021-06-21,Partenaire,Client Existant - Reduction,
OPP00004120,4120,ACC000395,Commande 4120,Negociation,70803.81,37.8,2022-06-25,2022-04-10,Email,Client Existant - Renouvellement,
OPP00004121,4121,ACC000065,Commande 4121,Closed Won,25202.09,100.0,2022-04-25,2021-07-29,Recommandation,Client Existant - Extension,34
OPP00004122,4122,ACC000553,Commande 4122,Negociation,10249.63,44.2,2022-01-10,2021-10-30,Reseaux Sociaux,Nouveau Client,
OPP00004123,4123,ACC000109,Commande 4123,Closed Won,1246.07,100.0,2024-04-08,2023-10-04,Partenaire,Client Existant - Renouvellement,
OPP00004124,4124,ACC000839,Commande 4124,Closed Won,37560.74,100.0,2023-02-26,2022-08-28,Email,Client Existant - Extension,
OPP00004125,4125,ACC000305,Commande 4125,Analyse,52450.02,37.0,2024-06-22,2023-06-25,Partenaire,Client Existant - Renouvellement,12
OPP00004126,4126,ACC000473,Commande 4126,Negociation,96996.59,25.3,2023-02-22,2022-03-31,Partenaire,Client Existant - Renouvellement,
OPP00004127,4127,ACC000617,Commande 4127,Analyse,9522.69,28.0,2025-02-05,2024-07-12,Site Web,Nouveau Client,82
OPP00004128,4128,ACC000471,Commande 4128,Closed Won,85195.66,100.0,2024-06-24,2023-07-23,Salon du Livre,Client Existant - Extension,
OPP00004129,4129,ACC000767,Commande 4129,Analyse,91638.64,44.4,2024-04-30,2023-05-10,Salon du Livre,Client Existant - Renouvellement,
OPP00004130,4130,ACC000594,Commande 4130,Negociation,33297.09,51.7,2024-06-25,2023-10-18,Demarchage,Nouveau Client,52
OPP00004131,4131,ACC000459,Commande 4131,Proposition,4957.83,62.8,2022-02-08,2021-09-19,Demarchage,Client Existant - Extension,
OPP00004132,4132,ACC000996,Commande 4132,Negociation,77828.07,13.1,2024-08-19,2024-01-16,Site Web,Client Existant - Extension,35
OPP00004133,4133,ACC000403,Commande 4133,Closed Won,48304.03,100.0,2024-05-23,2023-10-19,Partenaire,Client Existant - Extension,57
OPP00004134,4134,ACC000243,Commande 4134,Closed Won,97777.05,100.0,2022-10-25,2021-11-21,Salon du Livre,Client Existant - Renouvellement,
OPP00004135,4135,ACC000987,Commande 4135,Qualification,13410.83,27.3,2024-07-21,2023-11-04,Recommandation,Nouveau Client,71
OPP00004136,4136,ACC000063,Commande 4136,Closed Won,88066.92,100.0,2024-12-26,2024-05-02,Email,Client Existant - Reduction,
OPP00004137,4137,ACC000132,Commande 4137,Closed Won,60658.31,100.0,2023-11-10,2023-07-22,Site Web,Client Existant - Renouvellement,11
OPP00004138,4138,ACC000449,Commande 4138,Closed Won,22916.76,100.0,2023-08-21,2022-10-01,Site Web,Client Existant - Reduction,5
OPP00004139,4139,ACC000252,Commande 4139,Closed Won,6529.11,100.0,2021-11-06,2021-07-06,Reseaux Sociaux,Client Existant - Renouvellement,32
OPP00004140,4140,ACC000909,Commande 4140,Closed Won,68585.22,100.0,2022-05-15,2022-02-10,Demarchage,Nouveau Client,76
OPP00004141,4141,ACC000603,Commande 4141,Analyse,87038.19,74.7,2022-10-15,2021-12-28,Salon du Livre,Client Existant - Reduction,
OPP00004142,4142,ACC000538,Commande 4142,Negociation,21638.69,23.0,2022-01-21,2021-06-02,Demarchage,Client Existant - Renouvellement,79
OPP00004143,4143,ACC000997,Commande 4143,Proposition,17449.16,12.3,2023-01-20,2022-08-06,Salon du Livre,Client Existant - Reduction,60
OPP00004144,4144,ACC000981,Commande 4144,Qualification,11219.86,47.5,2023-03-16,2022-06-26,Demarchage,Client Existant - Reduction,
OPP00004145,4145,ACC000712,Commande 4145,Negociation,65216.37,50.1,2024-06-10,2023-10-05,Partenaire,Client Existant - Extension,
OPP00004146,4146,ACC000567,Commande 4146,Closed Won,49770.12,100.0,2024-10-26,2024-05-21,Partenaire,Client Existant - Reduction,
OPP00004147,4147,ACC000611,Commande 4147,Closed Won,51380.31,100.0,2025-02-12,2024-08-28,Demarchage,Client Existant - Extension,
